NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_COMPRA_IVA,PRECIO_VENTA,IVA,MARGEN_AJUSTADO,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,P_COMPRA,PRECIO_COMPRA_CALC,Redo
CAFE GRANIZADO,OTROS,1.88,2.068,2.3,10,20,11.21856867,84102,,0,20,,,0,1.742424242,1.74
PIRULO FANTASMIKOS NESTLE,OTROS,3.43,3.773,4.2,10,20,11.31725417,8410100094199,,0,20,,,0,3.181818182,3.18
COLAJET NESTLE,OTROS,1.95,2.145,2.39,10,20,11.42191142,7613032813710,,0,20,,,0,1.810606061,1.81
CONOS MILKA,OTROS,2.98,3.278,3.65,10,20,11.34838316,4007993017240,,0,20,,,0,2.765151515,2.77
STICK SANWIICH OREO,OTROS,2.98,3.278,3.65,10,20,11.34838316,8051369000172,,0,20,,,0,2.765151515,2.77
BARRA TURRON NESTLE,OTROS,3.96,4.356,4.85,10,20,11.34067952,7613035627376,,0,20,,,0,3.674242424,3.67
SANWICH SABOR NATA NESTLE,OTROS,2.37,2.607,2.9,10,20,11.238972,7613033685545,,0,20,,,0,2.196969697,2.2
HELADO TOBLERONE MINI 6X,OTROS,2.98,3.278,3.65,10,20,11.34838316,4007993025306,,0,20,,,0,2.765151515,2.77
GALLETA OREO ICE CREAM 6 X,OTROS,2.98,3.278,3.65,10,20,11.34838316,4007993019831,,0,20,,,0,2.765151515,2.77
HELADO NUII MINI,OTROS,2.85,3.135,3.49,10,20,11.32376396,5900130031316,,0,20,,,0,2.643939394,2.64
CONO OREO,OTROS,2.98,3.278,3.65,10,20,11.34838316,3274664110512,,0,20,,,0,2.765151515,2.77
PIRULO MIKOLAPIZ X5,OTROS,3.43,3.773,4.2,10,20,11.31725417,7613036180542,,0,20,,,0,3.181818182,3.18
BARRA HELADO 3 GUSTOS NESTLE,OTROS,2.33,2.563,2.85,10,20,11.19781506,7613035625600,,0,20,,,0,2.159090909,2.16
HELADO PRINCESA TARTA DE LA ABUELA,OTROS,2.91,3.201,3.56,10,20,11.21524524,7613036180221,,0,20,,,0,2.696969697,2.7
HELADO PRINCESA NATA NESTLE,OTROS,2.91,3.201,3.56,10,20,11.21524524,7613035000353,,0,20,,,0,2.696969697,2.7
CHOCO CLACK NESTLE,OTROS,2.44,2.684,2.99,10,20,11.40089419,7613033691980,,0,20,,,0,2.265151515,2.27
CONO EXTREM VANILA NESTL,OTROS,3.26,3.586,3.99,10,20,11.26603458,8436575293943,,0,20,,,0,3.022727273,3.02
CANELONES ROSSINI SILOMAR,OTROS,1.02,1.122,1.25,10,20,11.40819964,8410053555297,,0,20,,,0,0.946969697,0.95
CROQUETAS DE JAMON SILOMAR,CONGELADOS,1.7,1.87,2.24,10,20,19.78609626,8427522070014,,0,20,SILOMAR ALIMENTACION S.L.U.,,1.7,1.7,1.7
LASAðA BOLOðESA SILOMAR,OTROS,1.02,1.122,1.25,10,20,11.40819964,8410053555280,,0,20,,,0,0.946969697,0.95
LECHE CREMOSITA DENATADA 1 L,ALIMENTACION,0.59,0.6136,0.72,4,20,17.34028683,8412779400103,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0.59,0.59,0.59
PACK 6 LECHE CREMOSITA DESNATADA,ALIMENTACION,3.18,3.3072,4.32,4,20,30.62409289,8412779400608,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,3.18,3.18,3.18
PACK DE 6 CREMOSITA ENTERA,ALIMENTACION,3.42,3.5568,4.62,4,20,29.89203779,8412779300601,,0,20,PRINCESALISIMO S.L.,,3.42,3.42,3.42
PACK 6 LECHE CREMOSITA SEMI,ALIMENTACION,3.24,3.564,4.62,10,20,29.62962963,8412779210603,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,3.24,3.24,3.24
LECHE CREMOSITA ENTERA 1 L,ALIMENTACION,0.61,0.6344,0.77,4,20,21.37452711,8412779300106,,0,20,COMERCIAL PLASENCIA S.L.,,0.61,0.61,0.61
LECHE CREMOSITA SEMI 1.L.,ALIMENTACION,0.6,0.624,0.77,4,20,23.3974359,8412779210108,,0,20,COMERCIAL PLASENCIA S.L.,,0.6,0.6,0.6
CONO CHUCHES,OTROS,1.35,1.485,1.65,10,20,11.11111111,8410564030467,,0,20,,,0,1.25,1.25
CONGUITOS,OTROS,0.29,0.319,0.35,10,20,9.717868339,8410556098284,,0,20,,,0,0.2651515152,0.27
HUESITOS,OTROS,0.29,0.319,0.35,10,20,9.717868339,8410034075011,,0,20,,,0,0.2651515152,0.27
HUESITOS BLANCO,OTROS,0.29,0.319,0.35,10,20,9.717868339,8410109102055,,0,20,,,0,0.2651515152,0.27
MEIVEL 1 U,OTROS,0.25,0.275,0.3,10,20,9.090909091,8410891010309,,0,20,,,0,0.2272727273,0.23
HARINA DE TRIGO,OTROS,0.4,0.416,0.49,4,20,17.78846154,8437000623113,,0,20,,,0,0.3926282051,0.39
MAIZENA,OTROS,1.27,1.397,1.55,10,20,10.95204009,8711100080060,,0,20,,,0,1.174242424,1.17
COLORANTE ALIMENTARIO,ALIMENTACION,0.62,0.682,1,10,20,46.62756598,84137340,,0,20,PRINCESALISIMO S.L.,,0.62,0.62,0.62
PIMENTON DULCE,OTROS,0.82,0.902,1,10,20,10.86474501,84137029,,0,20,,,0,0.7575757576,0.76
PIMIENTA NEGRA MOLIDA,OTROS,1.35,1.485,1.65,10,20,11.11111111,84137203,,0,20,,,0,1.25,1.25
PIMENTON DULCE CARMENCITA,OTROS,1.14,1.254,1.4,10,20,11.64274322,8413700023156,,0,20,,,0,1.060606061,1.06
CANELA MOLIDA CARMENCITA,OTROS,0.82,0.902,1,10,20,10.86474501,84137289,,0,20,,,0,0.7575757576,0.76
BICARBONATO SODICA CARMENCITA,ALIMENTACION,0.59,0.649,0.8,10,20,23.26656394,8413700064197,,0,20,PRINCESALISIMO S.L.,,0.59,0.59,0.59
PEREJIL CARMENCITA,OTROS,0.82,0.902,1,10,20,10.86474501,84137067,,0,20,,,0,0.7575757576,0.76
OREGANO CARMENCITA,OTROS,0.82,0.902,1,10,20,10.86474501,84137074,,0,20,,,0,0.7575757576,0.76
SAL DE MESA YODADA MILENIA 1 KG,ALIMENTACION,0.19,0.209,0.33,10,20,57.89473684,8410802120042,,0,20,PRINCESALISIMO S.L.,,0.19,0.19,0.19
PAN RALLADO 250 GR,ALIMENTACION,0.38,0.3952,0.47,4,20,18.92712551,8435139836626,,0,20,PRINCESALISIMO S.L.,,0,0.3766025641,0.38
PAN BIMBO INTEGRAL,OTROS,1.02,1.122,1.25,10,20,11.40819964,8412600013014,,0,20,,,0,0.946969697,0.95
PAN DE HAMBURGUESA MAXIIBURGUER,OTROS,1.38,1.518,1.69,10,20,11.33069829,8412600450208,,0,20,,,0,1.28030303,1.28
PAN BIMBO NATURAL 100X100,OTROS,1.54,1.694,1.89,10,20,11.57024793,8412600009345,,0,20,,,0,1.431818182,1.43
TAKIS HOT,OTROS,0.82,0.902,1,10,20,10.86474501,8412600028599,,0,20,,,0,0.7575757576,0.76
TAKIS EXTRA HOT,OTROS,0.82,0.902,1,10,20,10.86474501,8412600028629,,0,20,,,0,0.7575757576,0.76
TAKIS RADOOM,OTROS,0.82,0.902,1,10,20,10.86474501,8412600013496,,0,20,,,0,0.7575757576,0.76
DULCESOL MAXI BURGUER,SNACKS,0.87,0.957,1.35,10,20,41.06583072,8410087036014,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.87,0.87,0.87
DULCESOL SANWICH INTEGRAL,SNACKS,0.82,0.902,1,10,20,10.86474501,8410087417677,,0,20,,,0,0.7575757576,0.76
BIMBO GRANDE SANWICH,OTROS,0.82,0.902,1,10,20,10.86474501,8412600012185,,0,20,,,0,0.7575757576,0.76
DULCESOL PAN MOLDE BLANCO CORTEZA,SNACKS,0.86,0.946,1.35,10,20,42.70613108,8410087414881,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.86,0.86,0.86
BIMBO HOT DOG,OTROS,1.02,1.122,1.25,10,20,11.40819964,8412600450024,,0,20,,,0,0.946969697,0.95
BIMBO REBANADAS ESTILO ARTESANO,OTROS,1.87,2.057,2.29,10,20,11.3271755,8412600028568,,0,20,,,0,1.734848485,1.73
DULCE SOL SANWICH SIN CORTEZA,SNACKS,0.86,0.946,1.35,10,20,42.70613108,8410087412832,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.86,0.86,0.86
BIMBO SIN CORTEZA,OTROS,1.63,1.793,1.99,10,20,10.98717234,8412600100325,,0,20,,,0,1.507575758,1.51
DONUTS BLANCOS,OTROS,1.05,1.155,1.29,10,20,11.68831169,8410022000278,,0,20,,,0,0.9772727273,0.98
DONUT CHOCOLATE,OTROS,1.05,1.155,1.29,10,20,11.68831169,8410022000285,,0,20,,,0,0.9772727273,0.98
PING_INOS BIMBO,OTROS,0.82,0.902,1,10,20,10.86474501,8412600013601,,0,20,,,0,0.7575757576,0.76
MINI TOSTAS RECTANGULARES BIMBO,OTROS,1.3,1.43,1.59,10,20,11.18881119,8000270018004,,0,20,,,0,1.204545455,1.2
DONETES RAYADOS BIMBO,OTROS,1.23,1.353,1.5,10,20,10.86474501,8410022114951,,0,20,,,0,1.136363636,1.14
DONETTES CHOCO,OTROS,1.23,1.353,1.5,10,20,10.86474501,8410022114944,,0,20,,,0,1.136363636,1.14
GOFRES CHOCO,OTROS,0.82,0.902,1,10,20,10.86474501,8410022107595,,0,20,,,0,0.7575757576,0.76
QUE TIERRNA 2 X 1,OTROS,0.82,0.902,1,10,20,10.86474501,8410022114623,,0,20,,,0,0.7575757576,0.76
BOLLICADO SABOR LECHE,OTROS,0.82,0.902,1,10,20,10.86474501,8410022114548,,0,20,,,0,0.7575757576,0.76
BOLLICADO CACAO,OTROS,0.82,0.902,1,10,20,10.86474501,8410022114524,,0,20,,,0,0.7575757576,0.76
CODORNIU CLASICO,GENERICA,3.26,3.9446,3.95,21,20,0.1368960097,CODORNIU  CLASI,,0,20,,,0,2.720385675,2.72
SIDRA LA ASTURIANA,ALIMENTACION,0.99,1.1979,1.2,21,20,0.1753067869,SIDRA LA ASTURI,,0,20,,,0,0.826446281,0.83
CHICLE TRIDENT,ALIMENTACION,0.41,0.451,0.5,10,20,10.86474501,7622210346674,,0,20,,,0,0.3787878788,0.38
CHICLE TRIDENT FRESA,BEBIDAS,0.41,0.451,0.5,10,20,10.86474501,7622210405197,,0,20,,,0,0.3787878788,0.38
CHICLE FRESA MORANGUE,BEBIDAS,0.41,0.451,0.5,10,20,10.86474501,7622210240132,,0,20,,,0,0.3787878788,0.38
MASCARILLA FFP2 NR BLANCA,DROGUERIA,0.38,0.3952,0.89,4,20,125.2024291,6973443180087,,0,20,PRINCESALISIMO S.L.,,0.38,0.38,0.38
MANZANA  ROYAL GALA,DROGUERIA,1.35,1.404,2.65,4,20,88.74643875,ROYAL,,0,20,PRINCESALISIMO S.L.,,1.35,1.35,1.35
TONICA 1 LITRO,BEBIDAS,0.96,1.1616,1.42,21,20,22.24517906,8414100301141,,0,20,PRINCESALISIMO S.L.,,0.96,0.96,0.96
PERLAN CUIDA Y REPARA ROPA DE COLOR 1500,DROGUERIA,2.22,2.6862,3.48,21,20,29.55103864,8410436299039,,0,20,CASALMA S.L.,,2.22,2.22,2.22
MANZANA GOLDEN,DROGUERIA,1.35,1.404,1.95,4,20,38.88888889,GOLDEN,,0,20,PRINCESALISIMO S.L.,,1.35,1.35,1.35
BANANA,DROGUERIA,1.1,1.144,1.55,4,20,35.48951049,BANANA,,0,20,PRINCESALISIMO S.L.,,1.1,1.1,1.1
SANDIA,DROGUERIA,0.5,0.52,0.85,4,20,63.46153846,SANDIA,,0,20,PRINCESALISIMO S.L.,,0.5,0.5,0.5
ALLIOLI DEL VALLE,OTROS,0.82,0.902,1,10,20,10.86474501,8436024870114,,0,20,,,0,0.7575757576,0.76
COCA COLA LATA ZERO,BEBIDAS,0.43,0.5203,0.57,21,20,9.552181434,5740700982965,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0.43,0.43,0.43
BOLSA GRANDE PLATICO,SERVICIOS,0.08,0.0968,0.1,21,20,3.305785124,8436571970268,,0,20,,,0,0.06887052342,0.07
BOLSA DE PLASTICO PEQUEðA,SERVICIOS,0.05,0.0605,0.06,21,20,-0.826446281,8436571970169,,0,20,,,0,0.04132231405,0.04
PANTERA ROSA BIMBO,OTROS,0.83,1.0043,1,21,20,-0.4281589167,84126641,,0,20,,,0,0.6887052342,0.69
PECHUGA DE PAVO CAMPOFRIO,NEVERA,0.7,0.77,1,10,20,29.87012987,8410320111751,,0,20,JM DISTRIBUCIONES S.A.,,0.7,0.7,0.7
PIZZA RISTORANTE PROSCIUTTO,OTROS,3.88,4.268,4.75,10,20,11.29334583,4001724819202,,0,20,,,0,3.598484848,3.6
AMSTEL ROJA LATA,BEBIDAS,0.28,0.3388,0.39,21,20,15.11216057,8410569005651,,0,20,PRINCESALISIMO S.L.,,0.28,0.28,0.28
COCA COLA LATA,OTROS,0.43,0.5203,0.52,21,20,-0.05765904286,5000112545326,,0,20,,,0,0.3581267218,0.36
ROSQUILLETAS DULCESOL,OTROS,0.82,0.902,1,10,20,10.86474501,8410087900049,,0,20,,,0,0.7575757576,0.76
BEBIDA FRESCA,SERVICIOS,0.17,0.2057,0.2,21,20,-2.771025766,FRESCO,,0,20,,,0,0.1377410468,0.14
VASO HORCHATA,OTROS,0.94,1.034,1.15,10,20,11.21856867,8410331000471,,0,20,,,0,0.8712121212,0.87
VASO DANET VAINILLA,OTROS,0.94,1.034,1.15,10,20,11.21856867,8410500025380,,0,20,,,0,0.8712121212,0.87
VASO DANET CHOCOLATE,OTROS,0.94,1.034,1.15,10,20,11.21856867,8410500025397,,0,20,,,0,0.8712121212,0.87
ZUMO DON SIMON PIðA 6,ALIMENTACION,0.98,1.1858,1.79,21,20,50.95294316,8410261650210,,0,20,PRINCESALISIMO S.L.,,0.98,0.98,0.98
HERO BABY 3 FRUTAS 135 GR.,ALIMENTACION,0.82,0.902,1.1,10,20,21.95121951,8410175051721,,0,20,ALMACENES EUROPAMAN 2017 S.L.,,0.82,0.82,0.82
PACK OROTANA 6,GENERICA,1.06,1.166,1.3,10,20,11.4922813,OROTANAPACK,,0,20,,,0,0.9848484848,0.98
ACEITUNA DESHUESADA CORBI,OTROS,1.14,1.254,1.4,10,20,11.64274322,8413236720659,,0,20,,,0,1.060606061,1.06
AROS ARGOLAS ALTEZA NEGROS,OTROS,0.61,0.671,0.75,10,20,11.77347243,8480024753373,,0,20,,,0,0.5681818182,0.57
MERMELADA DE FRESAS HERO,OTROS,1.3,1.43,1.59,10,20,11.18881119,8410175069399,,0,20,,,0,1.204545455,1.2
MANZANILLA CON ANIS ALTEZA,OTROS,0.56,0.616,0.69,10,20,12.01298701,8480024733160,,0,20,,,0,0.5227272727,0.52
TE CLASICO ALTEZA,OTROS,0.56,0.616,0.69,10,20,12.01298701,8480024733184,,0,20,,,0,0.5227272727,0.52
INFUSION DELGAXAN,OTROS,1.84,2.024,2.25,10,20,11.16600791,8412900401191,,0,20,,,0,1.704545455,1.7
INFUSION DIGESTIVA,OTROS,1.84,2.024,2.25,10,20,11.16600791,8412900400354,,0,20,,,0,1.704545455,1.7
INFUSION TOMILLO POMPADUR,OTROS,1.72,1.892,2.1,10,20,10.99365751,8412900401153,,0,20,,,0,1.590909091,1.59
EDULCORANTE DE MESA COMPRIMIDOS,ALIMENTACION,0.77,0.847,0.94,10,20,10.97992916,8480024731104,,0,20,PRINCESALISIMO S.L.,,0,0.7121212121,0.71
AGUA SERRETA PACK 6,BEBIDAS,0.78,0.858,1.35,10,20,57.34265734,SERRETA,,0,20,PRINCESALISIMO S.L.,,0.78,0.78,0.78
DETERGENTE A MANO EN POLVO LAGARTO,DROGUERIA,0.56,0.6776,1.25,21,20,84.47461629,8410761300639,,0,20,CASALMA S.L.,,0.56,0.56,0.56
DETERGENTE A MAQUINA EN POLVO A MAQUINA,OTROS,1.03,1.2463,1.25,21,20,0.2968787611,8410761300530,,0,20,,,0,0.8608815427,0.86
AQUAREL PACK DE 6,BEBIDAS,1.38,1.518,2.45,10,20,61.39657444,AQUAREL,,0,20,PRINCESALISIMO S.L.,,1.38,1.38,1.38
LANJARON PACK DE 6,BEBIDAS,2.41,2.651,2.95,10,20,11.27876273,LANJARON,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0,2.234848485,2.23
FONT VELLA PACK DE 6,BEBIDAS,1.98,2.178,2.95,10,20,35.44536272,FONVELLA,,0,20,PRINCESALISIMO S.L.,,1.98,1.98,1.98
BEZOYA PACK DE 6,BEBIDAS,2.66,2.926,3.25,10,20,11.07313739,BEZOYA,,0,20,,,0,2.462121212,2.46
SERVILLETAS RENOVA PEQUEðAS,OTROS,0.62,0.7502,0.75,21,20,-0.02665955745,5601028010757,,0,20,,,0,0.5165289256,0.52
SERVILLETAS RENOVA 2 CAPAS,OTROS,0.83,1.0043,1,21,20,-0.4281589167,5601028000338,,0,20,,,0,0.6887052342,0.69
DON SIMON TINTO DE VERANO LIMON SIN ALCO,OTROS,1.24,1.5004,1.5,21,20,-0.02665955745,8410261152417,,0,20,,,0,1.033057851,1.03
RED BULL ZERO,OTROS,1.16,1.4036,1.4,21,20,-0.2564833286,9002490245931,,0,20,,,0,0.9641873278,0.96
MARBU DORADA 200 GRMS,OTROS,0.82,0.902,1,10,20,10.86474501,8410000002027,,0,20,,,0,0.7575757576,0.76
LA MASIA ACEITE OLIVA  0.4,ALIMENTACION,3.78,4.158,4.8,10,20,15.44011544,8432580111012,,0,20,PRINCESALISIMO S.L.,,3.78,3.78,3.78
ASPITOS,OTROS,0.82,0.902,1,10,20,10.86474501,8410573102766,,0,20,,,0,0.7575757576,0.76
CHOCOLATE MILKA,OTROS,0.82,0.902,1,10,20,10.86474501,7622300086404,,0,20,,,0,0.7575757576,0.76
QUESO CURADO,OTROS,2.2,2.42,2.69,10,20,11.15702479,8437017857303,,0,20,,,0,2.037878788,2.04
NESCAFE ORIGINAL 200 GRMS.,OTROS,3.92,4.312,4.8,10,20,11.31725417,7891000300602,,0,20,,,0,3.636363636,3.64
PASTAS GALLO FIDEO 4 250 GRMS.,OTROS,0.49,0.539,0.6,10,20,11.31725417,8410069001320,,0,20,,,0,0.4545454545,0.45
GALLO FIDEUA 250 GRMS.,ALIMENTACION,0.43,0.473,0.6,10,20,26.84989429,8410069001580,,0,20,PRINCESALISIMO S.L.,,0.43,0.43,0.43
GALLO MARAVILLA 250 GRMS.,OTROS,0.49,0.539,0.6,10,20,11.31725417,8410069001023,,0,20,,,0,0.4545454545,0.45
VENUS SENSITIVE,DROGUERIA,2.83,3.4243,4.15,21,20,21.19265251,7702018567706,,0,20,CASALMA S.L.,,2.83,2.83,2.83
VINO BRICK DON SIMON ROSADO,OTROS,0.99,1.1979,1.2,21,20,0.1753067869,8410261272108,,0,20,,,0,0.826446281,0.83
GILLETTE SERIES GEL SENSIBLE 200 ML.,DROGUERIA,1.98,2.3958,2.75,21,20,14.78420569,7702018405084,,0,20,CASALMA S.L.,,1.98,1.98,1.98
PAPEL ALUMINIO NOBAL 50 MTS,DROGUERIA,1.07,1.2947,2.5,21,20,93.09492547,8437010889547,,0,20,CASALMA S.L.,,1.07,1.07,1.07
MINI BRICK HORCHATA PACK DE 6,OTROS,1.43,1.573,1.75,10,20,11.25238398,8410331000372,,0,20,,,0,1.325757576,1.33
NESCAFE CLASSIC 50 GRMS.,OTROS,1.31,1.441,1.6,10,20,11.03400416,8410100020563,,0,20,,,0,1.212121212,1.21
DETERGENTE ASEVI NERO ROPA OSCURA,DROGUERIA,1.73,2.0933,2.61,21,20,24.68351407,8411582235445,,0,20,CASALMA S.L.,,1.73,1.73,1.73
TANDY PERROS BOCADITOS 720 GRMS,OTROS,1.27,1.397,1.55,10,20,10.95204009,8480024837394,,0,20,,,0,1.174242424,1.17
LAYS GOURMET,SNACKS,1.31,1.441,1.6,10,20,11.03400416,8410199021649,,0,20,PEPSICO FOODS AIE,,0,1.212121212,1.21
YATEKOMO YAKISOBA CLASSIC,OTROS,1.14,1.254,1.4,10,20,11.64274322,8410300352327,,0,20,,,0,1.060606061,1.06
TANDY GATO POLLO 415 GRMS,OTROS,0.51,0.561,0.62,10,20,10.51693405,8480024837165,,0,20,,,0,0.4696969697,0.47
TANDY GATO SALMON 415 GRMS,OTROS,0.51,0.561,0.62,10,20,10.51693405,8480024837844,,0,20,,,0,0.4696969697,0.47
TANDY MOUSSE ATUN,OTROS,0.33,0.363,0.4,10,20,10.19283747,8480024837257,,0,20,,,0,0.303030303,0.3
TANDY MOUSSE BUEY,OTROS,0.33,0.363,0.4,10,20,10.19283747,8480024837264,,0,20,,,0,0.303030303,0.3
TANDY MOUSSE SALMON Y GAMBAS,OTROS,0.33,0.363,0.4,10,20,10.19283747,8480024837271,,0,20,,,0,0.303030303,0.3
PICADILLO DE VARIANTE ALTEZA,OTROS,0.82,0.902,1,10,20,10.86474501,8480024739193,,0,20,,,0,0.7575757576,0.76
AGUA 500ML LANJARON,BEBIDAS,0.23,0.253,0.42,10,20,66.00790514,8410728700328,,0,20,PRINCESALISIMO S.L.,,0.23,0.23,0.23
ROSQUILLETAS 2X1,SNACKS,0.82,0.902,1,10,20,10.86474501,ROSQUILLETAS,,0,20,,,0,0.7575757576,0.76
ATUN CALVO 3+1,ALIMENTACION,1.9,2.09,2.9,10,20,38.75598086,8410090010780,,0,20,PRINCESALISIMO S.L.,,1.9,1.9,1.9
PAPEL HIGIENICO COLHOGAR ROSA PROTECT,DROGUERIA,0.98,1.1858,1.68,21,20,41.67650531,7322540670608,,0,20,ALMACENES ESCRIBANO S.A.,,0.98,0.98,0.98
PALO NATA,BOLLERIA DULCE,1.23,1.353,1.5,10,20,10.86474501,PALO NATA,,0,20,,,0,1.136363636,1.14
FARTON HOJALDADO 3* 1.30,OTROS,1.06,1.166,1.3,10,20,11.4922813,8410331100096,,0,20,,,0,0.9848484848,0.98
LATA MAHOU 033,BEBIDAS,0.34,0.4114,0.48,21,20,16.67476908,8411327022019,,0,20,PRINCESALISIMO S.L.,,0.34,0.34,0.34
PACK MAHOU 24,BEBIDAS,0.33,0.3993,12.48,21,20,3025.469572,MAHOU,,0,20,PRINCESALISIMO S.L.,,0.33,0.33,0.33
SABROSA NARANJA 1.25 l,BEBIDAS,0.27,0.297,0.5,10,20,68.35016835,8437007210439,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0.27,0.27,0.27
PACK LECHE SEMIDESNATADA PASCUAL,ALIMENTACION,4.02,4.422,5.45,10,20,23.24739937,8410128010126,,0,20,PRINCESALISIMO S.L.,,4.02,4.02,4.02
SOBRASADA DE CERDO IBERICO,OTROS,1.35,1.485,1.65,10,20,11.11111111,8410843003717,,0,20,,,0,1.25,1.25
COLA CAO ORIGINAL 390 GRMS,ALIMENTACION,2.05,2.255,2.74,10,20,21.50776053,8410014465429,,0,20,PRINCESALISIMO S.L.,,2.05,2.05,2.05
AXE DESODORANTE SPRAY BLACK 150 ML,DROGUERIA,1.39,1.6819,1.98,21,20,17.72400262,6001087364614,,0,20,CASALMA S.L.,,1.39,1.39,1.39
QUESO GARCIA BAQUERO BAJO EN SAL,OTROS,0.82,0.902,1,10,20,10.86474501,8412289002378,,0,20,,,0,0.7575757576,0.76
DETERGENTE PERLAN DELICADO,DROGUERIA,1.36,1.6456,2,21,20,21.53621779,8410020380891,,0,20,CASALMA S.L.,,1.36,1.36,1.36
COCA COLA 2 L SIN CAFEINA,BEBIDAS,1.05,1.2705,1.65,21,20,29.87012987,5449000015846,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,1.05,1.05,1.05
RED BULL 335 ML,BEBIDAS,1.16,1.4036,1.75,21,20,24.67939584,9002490207618,,0,20,PRINCESALISIMO S.L.,,1.16,1.16,1.16
TOMATE FRITO ORLANDO 3+1,ALIMENTACION,1.63,1.793,2,10,20,11.54489682,8410066122509,,0,20,PRINCESALISIMO S.L.,,0,1.515151515,1.52
ASEVI LIMPIAHOGAR CONCENTRADO MIO 1280 M,DROGUERIA,1.16,1.4036,1.89,21,20,34.65374751,8411582243549,,0,20,ALMACENES ESCRIBANO S.A.,,1.16,1.16,1.16
PACK COCA COLA 33 CL,BEBIDAS,9.7,11.737,11.76,21,20,0.1959614893,COCA COLA,,0,20,PRINCESALISIMO S.L.,,0,8.099173554,8.1
COCA COLA 2 L LIGHT,BEBIDAS,1.07,1.2947,1.65,21,20,27.44265081,5449000020765,,0,20,PRINCESALISIMO S.L.,,1.07,1.07,1.07
OKIOS NATURAL AZUCARADO,OTROS,1.63,1.793,2,10,20,11.54489682,8410500021863,,0,20,,,0,1.515151515,1.52
CONO EXTREME,OTROS,3.26,3.586,3.99,10,20,11.26603458,8436575293882,,0,20,,,0,3.022727273,3.02
POKER NOCCIOLA 4*4,OTROS,0.82,0.902,1,10,20,10.86474501,8004800003065,,0,20,,,0,0.7575757576,0.76
SERVILLETAS NICKY LIMON,DROGUERIA,0.9,1.089,1.2,21,20,10.19283747,8004260263504,,0,20,CASALMA S.L.,,0.9,0.9,0.9
GALLO FIDEO N║ 1 450 GR.,ALIMENTACION,0.79,0.869,1.19,10,20,36.93901036,8410069002297,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
MINI DELICIAS 8,SERVICIOS,0.82,0.902,1,10,20,10.86474501,SURTIDO,,0,20,,,0,0.7575757576,0.76
LONCHAS BACON MONELLS,NEVERA,0.68,0.748,1,10,20,33.68983957,8411477907549,,0,20,JM DISTRIBUCIONES S.A.,,0.68,0.68,0.68
AMSTEL LATA VERDE 33CL,BEBIDAS,0.24,0.2904,0.35,21,20,20.52341598,8410569015650,,0,20,PRINCESALISIMO S.L.,,0.24,0.24,0.24
EMDBRAU BOTELLIN PACK 6,BEBIDAS,1.05,1.2705,1.59,21,20,25.14757969,EMDBRAU BOT,,0,20,PRINCESALISIMO S.L.,,1.05,1.05,1.05
ACTIMEL FRESA 6,OTROS,2.44,2.684,2.99,10,20,11.40089419,8410500008932,,0,20,,,0,2.265151515,2.27
GRANINI MELOCOTON,OTROS,1.59,1.749,1.95,10,20,11.4922813,4002160092884,,0,20,,,0,1.477272727,1.48
ALMENDRAS GREFUSA,SNACKS,1.4,1.54,2,10,20,29.87012987,8413164014820,,0,20,GREFUSA S.L.,,1.4,1.4,1.4
ANACARDOS GREFUSA,SNACKS,1.63,1.793,2,10,20,11.54489682,8413164014837,,0,20,GREFUSA S.L.,,0,1.515151515,1.52
EMDBRAU CERVEZA 25 CL. P-6,BEBIDAS,1.05,1.2705,1.59,21,20,25.14757969,8480024500359,,0,20,PRINCESALISIMO S.L.,,1.05,1.05,1.05
TANDY PERROS PATE CON POLLO 300GRMS,OTROS,0.51,0.561,0.62,10,20,10.51693405,8480024837387,,0,20,,,0,0.4696969697,0.47
PATATA BLANCA LAVADA,DROGUERIA,0.69,0.7176,0.85,4,20,18.45039019,LAVADA,,0,20,PRINCESALISIMO S.L.,,0,0.6810897436,0.68
FARTONS POLO,OTROS,0.9,0.99,1.1,10,20,11.11111111,8410331000020,,0,20,,,0,0.8333333333,0.83
YOGUR ALPRO AVENA,OTROS,1.63,1.793,1.99,10,20,10.98717234,5411188124269,,0,20,,,0,1.507575758,1.51
ASEVI GERPROSTAR DESINFECTANTE 750 PIST.,DROGUERIA,1.17,1.4157,1.98,21,20,39.86013986,8411582241323,,0,20,ALMACENES ESCRIBANO S.A.,,1.17,1.17,1.17
